KOG1213,7,5,Q8W1Y0;Q9S7T7;Q9FQ19;Q9FQ20,Q9S7T7,Q21306;Q19325,Q21306;Q19325,A0A021WW32,ZERO,Q1L8E1;F1QKC8;A0JMM5;B8JLA8,ZERO,A0A024R9J0;Q9H4I0,Q9H4I0,Q12158;Q12188,Q12188,P36626;P30776,P36626,
KOG2996,4,1,NONE,NONE,Q45FX5,Q45FX5,A8JUQ9,ZERO,E7EZM4;B0S6C8;F1QUI8;E7F612;E7F5H2;F1QL28,ZERO,P15498;Q9UKW4;P52735,ZERO,NONE,NONE,NONE,NONE,
KOG1222,4,1,NONE,NONE,H2KZP1,H2KZP1,A8JUR5,ZERO,B8JM83;Q1LWL1,ZERO,Q92845,ZERO,NONE,NONE,NONE,NONE,
KOG2302,4,1,NONE,NONE,Q7Z003,ZERO,A8JUY8,ZERO,F1QNG3;F1QCC4;E7F9F6;I3IS19,ZERO,O43497;Q9P0X4;Q8NEC5,Q8NEC5,NONE,NONE,NONE,NONE,
KOG3755,4,1,NONE,NONE,Q86MI0,Q86MI0,Q8MLT6,ZERO,A8WIP9;Q1LUN2,ZERO,Q01826,ZERO,NONE,NONE,NONE,NONE,
KOG3807,4,1,NONE,NONE,Q19337,Q19337,Q9VPB1,ZERO,A9JRA0;F1R8L6,ZERO,X5DRA0;Q8TDW4,ZERO,NONE,NONE,NONE,NONE,
KOG4216,4,1,NONE,NONE,P41828,P41828,H1UUN3;M9NDE9,ZERO,B0JZJ5;B8JJ08;F1QGI9;F1QLY4;F1R6M2,ZERO,Q58EY0;Q6I9R9;P35398,ZERO,NONE,NONE,NONE,NONE,
KOG4196,4,1,NONE,NONE,B0M0M9,ZERO,Q7JS61,ZERO,Q6P5N3;Q6NW89;Q98UK5;F1Q513;Q7T3H0;B3DGB3;F1QGU5;F1QRE8;F1QQC2,ZERO,Q9ULX9;P54845;O75444;Q9Y5Q3,Q9ULX9,NONE,NONE,NONE,NONE,
KOG0203,4,2,NONE,NONE,O16436;G5EFV6;O16331;G5EBE7,O16331,P13607,ZERO,B0R068;B0S5Q5;B3DFZ2;B8JKS7;B8JKS9;B8JKT0;E7F8F6;Q6P271;Q9DGL6,ZERO,P50993;P13637;Q13733;P20648;P05023;P54707,Q13733,NONE,NONE,NONE,NONE,
KOG0587,4,1,NONE,NONE,Q23356,Q23356,Q7KV88,ZERO,B0UY93;E7F322;E7FF03;E9QCW9;E9QD58;F1QQG8,ZERO,Q9UKE5;F5H049;O95819;Q8N4C8,ZERO,NONE,NONE,NONE,NONE,
KOG0505,4,1,NONE,NONE,G5ECD7,G5ECD7,Q8SY34;Q86RA0,ZERO,B0S563;E7FEM0;E7FFN3;F1QSD2;F1R1B4;F1R7N6;Q08BR9;Q7T3X9;Q7T3Y0;Z4YIS0,ZERO,Q9BZL4;Q7Z6K4;Q86WC6;O14974;Q96T49;Q96I34,ZERO,NONE,NONE,NONE,NONE,
KOG3586,4,2,NONE,NONE,O17212;P90971,P90971,Q94890;O62535,Q94890,B0S5M8;B8JJ43;E7F4A1;E7F7B4;E7F9T4,ZERO,O95935;Q9Y458;Q9UMR3;D9ZGG0;O75333;Q96SF7,ZERO,NONE,NONE,NONE,NONE,
KOG4577,4,1,NONE,NONE,P20271,ZERO,M9NCY1,ZERO,B0S5S7;E7F0K1,ZERO,Q969G2;F1T0D9,Q969G2,NONE,NONE,NONE,NONE,
ENOG410IFPR,4,1,NONE,NONE,G1K0W1,G1K0W1,Q9W589,ZERO,B0S641,ZERO,Q9Y2G5,ZERO,NONE,NONE,NONE,NONE,
KOG3592,4,1,NONE,NONE,P91859;Q18494,P91859,M9NGG5,ZERO,B0S6B4;B2ZZ14;F1Q828;F1QIM1;F1R0M1,ZERO,Q66K74;P78559;P46821,ZERO,NONE,NONE,NONE,NONE,
KOG2052,4,3,NONE,NONE,Q09488;P20792,Q09488,Q7JPM7;Q9VMT1;Q23975,ZERO,B0S6E3;B3DJ37;E7F0I3;F1QH44;F1QQ20;F1QV89;F1QZF0;F1R9T6;F1RC58;Q1RLX1;O73736,F1R9T6,O00238;P36896;Q8NER5;Q5T7S2;D3DPA4;P37023,O00238;P36896;Q8NER5;D3DPA4,NONE,NONE,NONE,NONE,
KOG0249,4,1,NONE,NONE,Q21049,Q21049,Q9W263;M9PCD4,ZERO,B0S6H8;E7F905;F1QII0;G1K2U6;H9GX76;Q5TZ25,ZERO,O75334;O75145;O75335;Q674X7;Q13136,ZERO,NONE,NONE,NONE,NONE,
KOG3960,4,1,NONE,NONE,P22980,P22980,P22816,ZERO,B0S6I5;Q90477;Q6VNZ9,ZERO,P15173;P15172;P13349;P23409,ZERO,NONE,NONE,NONE,NONE,
KOG3809,4,1,NONE,NONE,Q17595,Q17595,Q9VFL0,ZERO,B0S7L7,ZERO,Q8TDR0,ZERO,NONE,NONE,NONE,NONE,
KOG4021,4,1,NONE,NONE,Q22470,Q22470,Q9VIN9,ZERO,Q566S7,ZERO,B0S7P4,ZERO,NONE,NONE,NONE,NONE,
KOG3638,4,3,NONE,NONE,G5EC21;O61737;Q94129;O45992;P91573;Q20677;Q94128;Q94130;Q9XV14;Q9XUV2;H2KZR5;Q9U7D3,G5EC21,Q02936,Q02936,B0S8K0;B3DJ46;F1R9L0;Q90419;Q92008,ZERO,Q14623;O43323;Q15465,Q14623;O43323;Q15465,NONE,NONE,NONE,NONE,
KOG3653,4,2,NONE,NONE,P50488,P50488,Q24468;Q9NGX8,ZERO,B0V0H4;E7F998;F1Q6M3;F1QAH4;F1QG01;F1QKF4;F1QXI5;F1R709;F1R753,ZERO,Q13873;P27037;Q13705;Q16671;D2JYI1,Q13873;P27037;Q16671;D2JYI1,NONE,NONE,NONE,NONE,
ENOG410IJKK,4,1,NONE,NONE,P90910,P90910,E1JIV1,ZERO,B0V3H4,ZERO,Q5BKX5,ZERO,NONE,NONE,NONE,NONE,
KOG3897,4,1,NONE,NONE,G5EEC5,ZERO,Q9VP79,ZERO,B1WB79;F1QH77;F1QWT9,ZERO,Q6ZVD7;Q9P2F5,Q9P2F5,NONE,NONE,NONE,NONE,
ENOG410IMEY,4,1,NONE,NONE,B2D6M2,B2D6M2,B7YZV6,ZERO,E7F7F5,ZERO,Q05BQ5,ZERO,NONE,NONE,NONE,NONE,
KOG0492,4,3,NONE,NONE,Q09604,Q09604,Q03372;Q2XYE6,Q03372,B3DG59;F1QTN6;F1QUL5;Q03356;Q7ZZ01,ZERO,P28360;P35548,P28360;P35548,NONE,NONE,NONE,NONE,
KOG3568,4,2,NONE,NONE,Q9XTQ6,ZERO,M9PFT8;Q86B61;Q6NP60,Q86B61,B3DGL8;Q5TZ24,ZERO,Q6UVY6;P09172,P09172,NONE,NONE,NONE,NONE,
KOG0775,4,3,NONE,NONE,O17894;Q94166;Q94165,O17894,Q27350;Q95RW8;Q9Y1P6,Q27350,B3DI74;B3DIJ7;K7DYG2;O73709;O93282;Q5TYZ2;Q5TYZ4;Q6DHF9;Q6NZ04;Q6PCA5;Q7T3G8;Q98TH1,ZERO,Q9UIU6;O95475;Q15475;O95343;Q9NPC8;Q8N196,Q9UIU6;Q8N196,NONE,NONE,NONE,NONE,
KOG3558,4,1,NONE,NONE,G5EGD2,ZERO,M9PDI8,ZERO,B3DJD1;E7FEE2;F1Q754;F1QNB9;F1QQQ1;Q6EHI4,ZERO,Q99814;X5D2Q4;Q99742;Q9Y2N7;D0VY79,Q99814;X5D2Q4;Q99742,NONE,NONE,NONE,NONE,
KOG4218,4,2,NONE,NONE,Q19345,Q19345,M9NFK2,ZERO,B3DKN2;Q800U8;Q90YL6,ZERO,F1D8R8;O00482,F1D8R8,NONE,NONE,NONE,NONE,
KOG0115,4,2,NONE,NONE,B3GWA1,B3GWA1,Q7JPC7;Q04047,Q04047,Q1L8R2;Q1JPY8;Q802Z5,ZERO,P23246;Q8WXF1;Q15233,ZERO,NONE,NONE,NONE,NONE,
KOG3858,4,1,NONE,NONE,Q9U3M2;Q19475;O44516,Q9U3M2;Q19475;O44516,Q8ST77,ZERO,Q90YC5;F1Q970;F1R203;O93431;E7FG26;P79727;Q6PGZ9;F1Q635;O73874;E7FB27;Q502Q3,ZERO,B4DXG7;O43921;P20827;P52797;P52798;P52799;P52803;P98172;Q15768,ZERO,NONE,NONE,NONE,NONE,
KOG4072,4,1,NONE,NONE,Q9XWW1,Q9XWW1,B4F5U4,ZERO,F1Q5S9,ZERO,Q15005,ZERO,NONE,NONE,NONE,NONE,
KOG4429,4,1,NONE,NONE,Q18501,Q18501,B5RJS0,ZERO,F1QBX4,ZERO,Q8IVI9,ZERO,NONE,NONE,NONE,NONE,
KOG1326,4,1,NONE,NONE,O01596,O01596,B7Z0F1;H0USS9,ZERO,F1QFI6;E7FGH7;F1QIS3;E7EXL6;E7FD81;X1WB77;F1QZG1,ZERO,Q2WGJ9;Q9NZM1;Q9HC10;O75923,ZERO,NONE,NONE,NONE,NONE,
KOG3726,4,1,NONE,NONE,Q17461,Q17461,B7Z0G8,ZERO,F8W407;F8W354,ZERO,Q5T1A1;Q5T197,ZERO,NONE,NONE,NONE,NONE,
KOG2685,4,1,NONE,NONE,Q21641,ZERO,Q9V3M9;Q8I044;Q8T3Z0;Q9W1V2;Q8IRZ1,ZERO,B8A4G8;E7F7G5;F1QH10;F1R756,ZERO,Q9BXF9;Q9UIF3;Q8WW24;Q96M29;Q969V4,Q9BXF9,NONE,NONE,NONE,NONE,
KOG4677,4,1,NONE,NONE,Q23288;P90970,Q23288,Q9VAG4;Q8SZ63,ZERO,B8A4N9,ZERO,Q8TBA6;Q6IA61,ZERO,NONE,NONE,NONE,NONE,
KOG3777,4,1,NONE,NONE,Q9U261;Q95YE2;Q9TYQ2,Q95YE2,Q8T0D9,ZERO,B8JJU9;E7FGC9;F1QC40;F1QVW5;Q1LVK9;Q5RGP9,ZERO,Q9P031;Q5HYM0;O15037;O75113;Q9C0D7,ZERO,NONE,NONE,NONE,NONE,
KOG3571,4,2,NONE,NONE,H2KZ17;Q18239;Q22227,Q18239;Q22227,P51140,P51140,B8JMI2;E7F737;E7FAJ8;F1QM97;F1QNA4;F8W5A4,ZERO,O14641;Q92997;O14640,ZERO,NONE,NONE,NONE,NONE,
KOG2077,4,2,NONE,NONE,C0P271,C0P271,M9PEG9,ZERO,E7F4K5;E7F2K2;E7EZK1;F1Q6R7,ZERO,Q9UPT6;O60271,O60271,NONE,NONE,NONE,NONE,
KOG3865,4,1,NONE,NONE,P51485,ZERO,Q9V393;P19107;P15372;Q9W2V2,ZERO,C3PTE8;E7F428;F8W470;Q7T2D2;Q6NUV2,ZERO,P49407;P10523;P36575;P32121,P49407;P32121,NONE,NONE,NONE,NONE,
ENOG410IEQ7,4,1,NONE,NONE,H2KYC4,H2KYC4,R9PY70,ZERO,E7FE34;E7F3M1,ZERO,C9J069,ZERO,NONE,NONE,NONE,NONE,
KOG3862,4,2,NONE,NONE,G5ED14,G5ED14,D1YSG9;Q4V720,ZERO,F1QKT4;F1R139;E7FB46;F1Q9Q9,ZERO,R9W7C9;Q02962;Q02548,Q02548,NONE,NONE,NONE,NONE,
KOG0983,4,1,NONE,NONE,G5EDT6;Q9GPA4,ZERO,Q23977,Q23977,D6RRB7,ZERO,O14733,ZERO,NONE,NONE,NONE,NONE,
KOG3609,4,1,NONE,NONE,Q8I6Y9;Q27GV1;G5EF09;Q9GRV5,Q27GV1;G5EF09,E0A9E1;P19334;P48994;Q9VJJ7,ZERO,E9QIL1;F1QDU6;F1R2G3;F1RA23;F1RCY2;F1R7J2;E7FGL3;F1Q747;E7F8Z3;Q1MT27;E7EZZ4;F1R2N4;F1QU43;F1QWI1;F1RAL5,ZERO,Q9Y210;Q9UL62;Q9HCX4;Q13507;E9PQ18;P48995,ZERO,NONE,NONE,NONE,NONE,
KOG0665,4,1,NONE,NONE,Q8WQG9;Q9U3L3;Q9XXC0;O44408;H2KZI0,O44408,E1JHD6,ZERO,E9QB50;E9QE29;E9QBW8;F1QZ47,ZERO,P53779;P45984;P45983,ZERO,NONE,NONE,NONE,NONE,
KOG4418,4,1,NONE,NONE,O45500,O45500,E1JHG5;M9PEK9,ZERO,E7FE35;F1RCA2;E7FGF1,ZERO,Q5T848,ZERO,NONE,NONE,NONE,NONE,
ENOG410IH4R,4,1,NONE,NONE,E5QCH1,E5QCH1,Q9VX31,ZERO,E7F7Y7,ZERO,Q9H0H0,ZERO,NONE,NONE,NONE,NONE,
KOG1866,4,3,NONE,NONE,G5EG81,G5EG81,P55824;Q7KS15,P55824,E7EXC7;F1Q6K1,ZERO,O00507;Q70CQ2;Q93008;Q9UPU5,O00507;Q93008,NONE,NONE,NONE,NONE,
KOG2106,4,1,NONE,NONE,O45487,O45487,M9PFN2,ZERO,E7EXY5;E7FCD6;E7FGD2;F1R7V9;F1RDA1,ZERO,O00423;Q05BV3;Q32P44;O95834;Q6ZMW3,ZERO,NONE,NONE,NONE,NONE,
KOG3599,4,2,NONE,NONE,Q9U1S7;Q09624,Q9U1S7;Q09624,Q6T3S5;Q9VVZ8,ZERO,E7EYE8;E7F2N3;E7F2U9;E7F436;E7F943;E7FAZ6;E7FEA7;F1Q6X9;F1QRP6;F1QXT2;Q6IVV8,ZERO,Q9NZM6;Q9P0L9;Q13563;P98161,Q13563;P98161,NONE,NONE,NONE,NONE,
ENOG410IGVF,4,1,NONE,NONE,Q7YSI9,Q7YSI9,M9PDS6,ZERO,E7EYK6;E7F502,ZERO,Q8IVL1;Q8IVL0,ZERO,NONE,NONE,NONE,NONE,
KOG4454,4,1,NONE,NONE,Q9XWV4,ZERO,Q5BIE3,ZERO,E7EYT1;Q6P0F4,ZERO,I3L521;Q9Y580,Q9Y580,NONE,NONE,NONE,NONE,
KOG1202,4,1,NONE,NONE,P91871;P91866;Q18559,P91871,M9PB21;Q7PLB8,ZERO,E7EZK9;E7EZS6;E7F5V3,ZERO,P49327,ZERO,NONE,NONE,NONE,NONE,
KOG2252,4,1,NONE,NONE,O16218;Q22812;Q19720,Q22812,Q95TW5;M9NEA5,ZERO,E7EZT3;E7F4J9;E7F8J9;F1QKQ1;I3IT10;Q6PHC9,ZERO,O14529;Q9UBC0;P39880;O60422,ZERO,NONE,NONE,NONE,NONE,
KOG1011,4,1,NONE,NONE,P27715,P27715,L0MPR2,ZERO,E7EZV2;E7F0Z9;E7F5C7;E7F8I5;E7FFH6;F1Q5Q2;F1QMN5;F1QVH9;H9GYC0;H9GYD8,ZERO,Q8NB66;O14795;Q9UPW8,ZERO,NONE,NONE,NONE,NONE,
KOG4171,4,1,NONE,NONE,Q6DNF4;Q6DNF3;P92006;Q6DNF7;Q86C56;H2L2D1;O02298,H2L2D1,Q9VEU6;Q8INF0;Q9VEU5;Q24086;Q07093,ZERO,E7EZW5;E7F6T1;F1QNR4;F1R7F5,ZERO,Q02153;P33402;Q02108,ZERO,NONE,NONE,NONE,NONE,
KOG2122,4,2,NONE,NONE,Q21227,Q21227,P91667;Q9Y1T2,ZERO,E7F064;F1QN37,ZERO,O95996;P25054;H3BNH8,P25054,NONE,NONE,NONE,NONE,
KOG4596,4,1,NONE,NONE,O01483,O01483,Q8IGA9,ZERO,E7F102,ZERO,Q8N201,ZERO,NONE,NONE,NONE,NONE,
KOG3543,4,1,NONE,NONE,Q23658,Q23658,Q9NHE5,ZERO,E7F1L2;F1RCD5,ZERO,Q9ULU8;Q86UW7,ZERO,NONE,NONE,NONE,NONE,
KOG3557,4,1,NONE,NONE,G5ED33,G5ED33,H9ZYQ1;Q8IPW1,ZERO,E7F1L9;F1Q4Q3;F1R3J5;F1RBZ6,ZERO,Q12929;Q9H6S3,ZERO,NONE,NONE,NONE,NONE,
KOG3663,4,1,NONE,NONE,Q8I7F2;Q5H9N3,Q5H9N3,L0MPW8,ZERO,E7F1T6;E7F589;F1QBH7;F1QV99,ZERO,Q14938;P08651;Q12857;O00712,ZERO,NONE,NONE,NONE,NONE,
KOG0444,4,1,NONE,NONE,P34268,P34268,Q24020,ZERO,E7F493,ZERO,Q13045,ZERO,NONE,NONE,NONE,NONE,
KOG4261,4,1,NONE,NONE,G5EGK1,G5EGK1,M9NDM3,ZERO,E7F508;F1Q4X4;F1QUA3;F1R4B4,ZERO,Q9H1K6;Q9Y4G6;Q9Y490,ZERO,NONE,NONE,NONE,NONE,
KOG1976,4,1,NONE,NONE,Q17848;Q17543,Q17848,Q8IGM4,ZERO,E7F5D5;F1QCE6;F1QTR0,ZERO,Q14642,ZERO,NONE,NONE,NONE,NONE,
KOG3915,4,1,NONE,NONE,H2KY91,ZERO,Q24027,ZERO,E7F5R9;F1QGB8;F1R0U6;F1R0W2,ZERO,Q96NX9,Q96NX9,NONE,NONE,NONE,NONE,
KOG1388,4,1,NONE,NONE,Q9GUI5;Q19981;Q18000,Q19981,Q960R8,ZERO,E7F6C7;F1Q4X2;F1Q5V0;F1R219,ZERO,O75882;Q7Z7M0;Q5VV63,ZERO,NONE,NONE,NONE,NONE,
KOG3570,4,1,NONE,NONE,O02626,O02626,M9NGF2,ZERO,E7F6X3,ZERO,Q8WXG6,ZERO,NONE,NONE,NONE,NONE,
KOG4789,4,1,NONE,NONE,Q9BL47,Q9BL47,X2JDW6,ZERO,E7F7J5;E7F9K5;E7FG20;E9QIN1;F1QQY7;F1RAQ3;F1REM6;L7VG99,ZERO,Q14C87;Q14DG7;Q24JP5;Q8N3T6;Q6IEE7,ZERO,NONE,NONE,NONE,NONE,
KOG1141,4,2,NONE,NONE,P34544,P34544,Q32KD2,Q32KD2,E7F7L1;F1QZA1;F1R772,ZERO,Q15047;Q96T68,ZERO,NONE,NONE,NONE,NONE,
KOG2279,4,1,NONE,NONE,Q09285,ZERO,Q9W4C4;Q9VQ91,ZERO,E7F7R9;E7FBS7;F1R0M9,ZERO,Q92667;Q9Y2W6,Q9Y2W6,NONE,NONE,NONE,NONE,
KOG0612,4,1,NONE,NONE,Q9XVH4;Q21025,ZERO,Q9W1B0;Q6NR17,ZERO,E7F9X9;E7FD31;E7FDG0;E7FEY5;E7FGD8;F1QN82;F1R417;H9GX85;H9GXH8;H9GYF4;H9GYR1;H9GYY3;Q90Y37,ZERO,Q13464;Q6DT37;O14578;Q5VT25;O75116,O14578,NONE,NONE,NONE,NONE,
KOG3958,4,2,NONE,NONE,Q09248,Q09248,Q7K2D2,ZERO,E7FB97,E7FB97,V9HW58,ZERO,NONE,NONE,NONE,NONE,
KOG4257,4,1,NONE,NONE,Q95YD4,ZERO,Q9U5Y2,ZERO,E7FCB4;F1QT14;F8W3Y4;Q7T2P8,ZERO,Q05397;Q14289,Q05397;Q14289,NONE,NONE,NONE,NONE,
ENOG410IFWT,4,1,NONE,NONE,Q21999,Q21999,O76906,ZERO,E7FCP1,ZERO,Q96RY5,ZERO,NONE,NONE,NONE,NONE,
KOG4215,4,1,NONE,NONE,Q17771;Q18192;O44960;P91829,ZERO,X2J9X1,ZERO,E7FCY4;F1QBR4;F1QM73;Q6PHH5,ZERO,F1D8T1;F1D8Q4,F1D8T1,NONE,NONE,NONE,NONE,
KOG4602,4,4,NONE,NONE,Q09597,Q09597,P25724,P25724,E7FDB3;Q90WW1,Q90WW1,Q8WY41;P60321;P60323,P60321;P60323,NONE,NONE,NONE,NONE,
KOG3961,4,1,NONE,NONE,Q19060,ZERO,Q9VIX9;Q8MZ25,ZERO,E7FDS1;F1Q5P4,ZERO,Q96M98;Q8N7B6,Q96M98,NONE,NONE,NONE,NONE,
KOG4403,4,1,NONE,NONE,G5EF60,G5EF60,P83094,ZERO,E7FE10;E7FEY7;F1Q4V5;F1QIN8,ZERO,H0Y860;Q13586,ZERO,NONE,NONE,NONE,NONE,
KOG4156,4,1,NONE,NONE,O17838,O17838,X2JAN5,ZERO,E7FFW6,ZERO,Q9HAW4,ZERO,NONE,NONE,NONE,NONE,
KOG4367,4,1,NONE,NONE,Q9UAQ3,Q9UAQ3,Q86P21,ZERO,E7FGQ6;F1QLY9,ZERO,Q9C026;Q6ZTA4,ZERO,NONE,NONE,NONE,NONE,
KOG0112,4,2,NONE,NONE,G5EGK6,G5EGK6,Q95SU9;Q8SX83,ZERO,E9QBX7;F1Q618;F1QMN6;F1RCY7,ZERO,Q8NDT2;Q96T37;Q96T58,Q96T37,NONE,NONE,NONE,NONE,
ENOG410J3Q4,4,1,NONE,NONE,P34748,P34748,Q8IP62,ZERO,E9QDB6,ZERO,Q9Y3D9,ZERO,NONE,NONE,NONE,NONE,
ENOG410IZ5G,4,1,NONE,NONE,P90861,ZERO,P20348,P20348,E9QGP3;F1Q626,ZERO,V9HWC4,ZERO,NONE,NONE,NONE,NONE,
KOG3977,4,1,NONE,NONE,O44572;Q9GYF1;Q20334,Q20334,M9NFC0,ZERO,E9QH70;F1QCC0;F1QJ86;F8W3J9;F8W417;H9GX83;H9GYI1;Q6DHU6;Q8AW33;Q0P3Z4;Q0D2W2;Q502G8;Q6IQ92;Q5U3E9,ZERO,Q6FGX2;P48788;P19237,ZERO,NONE,NONE,NONE,NONE,
KOG3576,4,3,NONE,NONE,G5EDU6,G5EDU6,P51521,P51521,E9QH99;F1R8V4;F8W4G4,ZERO,Q9BRP0;O14753,Q9BRP0;O14753,NONE,NONE,NONE,NONE,
KOG4217,4,1,NONE,NONE,P41829,P41829,P49869,ZERO,F1RER4;F1R8N1;F1QK43;Q6GMG3,ZERO,F1D8N6;Q92570;P22736,ZERO,NONE,NONE,NONE,NONE,
KOG3751,4,1,NONE,NONE,P34400,P34400,M9MSQ5,ZERO,F1Q4V7;F1QD02;F1QZE7;Q68EG5,ZERO,Q13322;Q70E73;Q14451;Q7Z5R6,ZERO,NONE,NONE,NONE,NONE,
KOG1266,4,1,NONE,NONE,G5ED17,G5ED17,Q9Y0Y6,ZERO,F1Q5L0;F1QJ35,ZERO,Q9UHY1;Q9NSY0,ZERO,NONE,NONE,NONE,NONE,
KOG4653,4,1,NONE,NONE,Q22528,Q22528,Q9VJ29,ZERO,F1Q666,ZERO,Q9C0B7,ZERO,NONE,NONE,NONE,NONE,
KOG0109,4,2,NONE,NONE,Q10667,Q10667,Q94901,Q94901,F1Q7F8;Q6IQ97;Q6NXC1;Q6P0G2,ZERO,Q9BWF3;Q9BQ04,ZERO,NONE,NONE,NONE,NONE,
KOG4338,4,2,NONE,NONE,P06125;Q9N4J2;P18947;P18948;P05690;P55155,P06125;Q9N4J2;P18947,L0MPS3,ZERO,F1Q7L0;F1QB92;F1QMP5;F1QQQ3;F1QV15;F1R2S5;F1R2T3;Q1MTC4;Q5TZ29;Q1LWN2,ZERO,P04114,P04114,NONE,NONE,NONE,NONE,
KOG1777,4,1,NONE,NONE,Q94251,Q94251,Q6NQY0,ZERO,F1Q894;F1QNB4,ZERO,Q86XK2,ZERO,NONE,NONE,NONE,NONE,
KOG1935,4,1,NONE,NONE,Q09540;H2L0G5;Q09310,Q09540,Q8IGE8,ZERO,F1Q8S0;F1QRE4;F8W5M6,ZERO,Q13635;Q9Y6C5,ZERO,NONE,NONE,NONE,NONE,
KOG2853,4,1,NONE,NONE,Q21504,Q21504,Q95U69;Q9VJ10,ZERO,F1Q8W6,ZERO,Q96CU9,ZERO,NONE,NONE,NONE,NONE,
KOG4222,4,1,NONE,NONE,G5EBF1,ZERO,Q9GPP6;Q9GPP7,ZERO,F1Q9F7;F1QA87;F1QDQ7;F1QEH0;F1QFK4;F1R2D3,ZERO,Q9Y6N7;Q9HCK4;Q9UPX0;Q8IVU1;Q96MS0,Q9HCK4,NONE,NONE,NONE,NONE,
KOG2706,4,1,NONE,NONE,Q19468,Q19468,Q9VMD5,ZERO,F1Q9V3,ZERO,Q96N66,ZERO,NONE,NONE,NONE,NONE,
KOG4316,4,1,NONE,NONE,Q21454,ZERO,Q8MS27,Q8MS27,F1QB72,ZERO,Q9NZE8,ZERO,NONE,NONE,NONE,NONE,
KOG4337,4,1,NONE,NONE,G5ECG7,G5ECG7,Q961S9,ZERO,F1QBU6;F1QGT1,ZERO,P55157,ZERO,NONE,NONE,NONE,NONE,
ENOG410IR7G,4,3,NONE,NONE,P14585;P13508,P14585;P13508,P07207,P07207,F1QCA7;F1QZF2;F1R9H8,ZERO,Q04721;Q99466;P46531;Q9UM47,P46531,NONE,NONE,NONE,NONE,
KOG2285,4,1,NONE,NONE,Q23639,Q23639,Q8SYJ7,ZERO,F1QFY1;F1REN0,ZERO,Q93034,ZERO,NONE,NONE,NONE,NONE,
KOG0793,4,1,NONE,NONE,G5EGJ5,ZERO,Q7YTY8,ZERO,F1QHT8;F1QIB8;F1R8X1,ZERO,Q16849;Q92932,Q16849,NONE,NONE,NONE,NONE,
KOG3972,4,1,NONE,NONE,O45876,O45876,Q9VQG2,ZERO,F1QMC4;Q8JHE9,ZERO,Q8WW43;Q96BI3,ZERO,NONE,NONE,NONE,NONE,
KOG3623,4,1,NONE,NONE,G5EBU4,ZERO,P28166,P28166,F1QMZ5;F1QY45,ZERO,P37275,ZERO,NONE,NONE,NONE,NONE,
KOG0494,4,1,NONE,NONE,P41935,P41935,X2JDS9,ZERO,F1QQE7;F1QTW3,ZERO,P58304,ZERO,NONE,NONE,NONE,NONE,
KOG3811,4,1,NONE,NONE,Q19862;Q19863;Q09585;G2HK15,ZERO,M9PG57,ZERO,F1QUT4;G1K2F2;Q5RJ22;Q5RJ20;Q5PQZ4,ZERO,Q6VUC0;Q7Z6R9;Q92481;Q92754,Q92754,NONE,NONE,NONE,NONE,
KOG0124,4,2,NONE,NONE,Q9N3S4,Q9N3S4,Q8T6B9,Q8T6B9,F1QZ57;Q6IQE0,ZERO,Q9UHX1,ZERO,NONE,NONE,NONE,NONE,
KOG4284,4,1,NONE,NONE,H2KAP9,ZERO,Q9V3C4,ZERO,F1R1C1,ZERO,Q9UHI6,Q9UHI6,NONE,NONE,NONE,NONE,
KOG4802,4,1,NONE,NONE,G5EDX1,G5EDX1,Q9VCC7,ZERO,F1R2L9;F1R3Y9;F1R469,ZERO,P23352,ZERO,NONE,NONE,NONE,NONE,
KOG2181,4,1,NONE,NONE,Q9U3E2,Q9U3E2,O18353,ZERO,F1R491;F8W338;O73714,ZERO,Q86U70;O43679,ZERO,NONE,NONE,NONE,NONE,
KOG3929,4,1,NONE,NONE,Q19119,Q19119,Q9VLB9,ZERO,F1R764,ZERO,Q8TCX1,ZERO,NONE,NONE,NONE,NONE,
KOG3759,4,1,NONE,NONE,Q22585,Q22585,Q9W5C1,ZERO,F1R8X8,ZERO,Q96C34,ZERO,NONE,NONE,NONE,NONE,
KOG3666,4,1,NONE,NONE,O01858,ZERO,Q9VUY8,ZERO,F1R9E1,ZERO,Q12768,Q12768,NONE,NONE,NONE,NONE,
ENOG410IG2W,4,1,NONE,NONE,Q7YWX7,Q7YWX7,Q95ST2,ZERO,F2Z4U3,ZERO,Q5T9L3,ZERO,NONE,NONE,NONE,NONE,
KOG3598,4,1,NONE,NONE,Q20497,Q20497,Q9VW47,ZERO,F8W2X3,ZERO,Q86YW9,ZERO,NONE,NONE,NONE,NONE,
KOG4402,4,1,NONE,NONE,Q10120,Q10120,Q9W482,ZERO,G1K2U1,ZERO,Q52LA3,ZERO,NONE,NONE,NONE,NONE,
KOG4601,4,1,NONE,NONE,Q23192;O45100,ZERO,M9PEN1;Q9W5X9,ZERO,Q6PH17,ZERO,Q5SQI0,Q5SQI0,NONE,NONE,NONE,NONE,
KOG4785,4,1,NONE,NONE,Q95ZL9,Q95ZL9,M9PGT9;Q2XYL8,ZERO,Q98U16,ZERO,Q13951,ZERO,NONE,NONE,NONE,NONE,
KOG2264,4,1,NONE,NONE,O01705,O01705,Q9XZ08,ZERO,Q5U7D2,ZERO,O43909,ZERO,NONE,NONE,NONE,NONE,
